file number,file name,qubit 1 state,qubit 2 state,qubit 3 state,qubit 4 state
355,56a5a2a0-1685-422f-9d8c-320cd357a789.png,1,1,1,1
356,56d1686f-d81a-42b1-9b7d-4a18ad314bdb.png,0,1,1,1
357,56e6a744-0d81-491d-a380-46c7935f4f90(1).png,1,0,1,1
358,56e6a744-0d81-491d-a380-46c7935f4f90.png,1,0,1,1
359,577da623-990a-4662-b632-d73bc71daf4b.png,1,1,1,0
360,57a8fe03-0641-4894-b4df-1a69f69967bf.png,1,1,1,1
361,57b07d2f-1599-464c-8ec6-e4aac88a0790.png,1,1,1,1
362,57f346c5-501f-4c26-8fba-5fbe5448f2ef.png,1,1,0,1
363,58237379-9548-4251-9c4a-9da9f5db536a.png,1,0,1,1
364,5834f48f-ad55-44f3-a98c-248362f865d8.png,0,1,1,1
365,58537c75-cf3d-48b1-bc26-31d25ebd6984.png,1,1,1,1
366,586fb87a-c263-44d4-87ca-42da93fa9926.png,1,1,1,0
367,58a48d21-2a9b-4b5e-bcdf-b4114e5b1595.png,1,1,0,1
368,58a9ac02-a961-4405-a1e6-7fa362dfcaf4.png,1,1,1,1
369,591645a2-2e7d-41f2-833a-45d8c302f091.png,1,1,1,1
370,595693ee-a408-4d99-84e2-a88d64850b10.png,1,1,1,1
371,59a4367e-ecbe-48b3-ae85-7dbd5bb85f81.png,1,0,1,1
372,5a0d156d-6963-4dc6-8f41-b53b6446bcec.png,0,0,1,1
373,5a23cf6a-6d93-45cc-8f18-47cc447f0f8e.png,1,1,1,1
374,5a6f38c2-e74f-45bb-aa22-bfd8e682e2b7.png,0,1,1,1
375,5a864452-c1cc-4c05-8533-631ae52d1964.png,1,1,1,1
376,5a8908fd-1f7c-4068-b026-2ca8f96ab23d.png,1,1,1,1
377,5a93e3ba-d74b-4548-8a52-fceac2973f71.png,0,1,1,1
378,5b083a94-83e8-4e1c-b435-86ccd6e54322.png,1,1,1,1
379,5b620190-a569-450a-9a06-c3178c4f6ce6.png,1,1,1,1
380,5bca1a63-5c3c-4a10-8eff-092c04f46a91.png,1,0,1,1
381,5bf07538-5020-4da4-84ed-660df553c9ab.png,1,1,1,1
382,5c5b2655-fbfb-4358-a199-a4595ed45316.png,1,1,0,1
383,5cce08fe-91b6-4ce7-b4d0-8694c85c1b1b.png,1,1,0,1
384,5cdd72b4-d71e-48f3-a17c-930379bb3287.png,0,1,1,1
385,5d6d3f5e-f403-4e1a-80d3-f5e5a253f3ef.png,1,1,1,1
386,5d8c49ca-7d21-4377-9993-6a3c8eb981d5.png,0,1,1,1
387,5d924890-ce6f-411a-9e92-371d276bad68.png,1,1,1,1
388,5da30fdc-8d21-43e0-aedb-9dea04eaf012.png,1,1,1,1
389,5dc42d5a-9dfa-4b2f-9685-42a846108989.png,1,1,1,1
390,5de4d76f-825b-41e5-8282-864e9858c224.png,0,1,1,1
391,5e512bf2-1a56-4b4c-9cf7-07e6ee92f757.png,1,1,0,1
392,5e53a0b2-d52b-43bf-92c8-a4a16584e45d(1).png,0,1,1,1
393,5e53a0b2-d52b-43bf-92c8-a4a16584e45d.png,0,1,1,1
394,5e647d22-f594-438e-8447-f93cd1470080.png,1,1,1,0
395,5e838eb2-cb22-48b0-a3c3-2dcff137ccc7.png,1,1,0,1
396,5e8af1a0-97f9-4bb0-9974-1422f1b45f02.png,1,1,1,1
397,5eabd319-4250-4422-b83d-739ba05ef14c.png,1,1,1,1
398,5edb006e-8761-40c4-9af3-8a43d2edf5b1.png,0,1,1,1
399,5ee4eb9f-5bf4-4f5b-b172-25aa686df89c.png,1,1,1,0
400,5ee5bb32-9122-450e-8978-4cc622d3f189.png,1,1,1,1
401,5f549cce-0157-4648-ba9d-80ef2fd56bd7.png,1,1,1,1
402,5f5573ea-677a-4035-9827-80ae7aa93f83.png,1,1,0,1
403,5ff2d5f6-571c-4bd8-9aed-b005001a69dc.png,1,1,1,1
404,6085df16-0bf9-4c2c-9958-e902136389f8.png,1,1,1,1
405,60e3020e-0610-449d-898c-078966b874b9.png,1,1,1,1
406,611e41d8-2df3-49d7-86a6-a9181cf7a463.png,1,1,0,1
407,612161be-800e-460e-8f9c-e37f5f1c22cd.png,1,0,1,0
408,61432a07-057f-449e-b440-c50fa700f388.png,1,1,1,1
409,619028fb-ad57-4e1b-876f-609fcecdcb60.png,1,1,1,1
410,61bc9c4b-0dd5-42a8-848d-f320743d56f5.png,1,0,1,1
411,621125b5-5a1f-4bea-bbe9-5ecccdb6fb30.png,1,1,1,1
412,6215d98d-1a04-4e84-9d7a-310c541b8e99.png,1,1,1,1
413,6232d308-71fd-489c-9500-1c022864f77b.png,1,1,1,0
414,623b7744-2132-4b77-a7ab-5f21862a834c.png,0,1,1,1
415,62455c5e-d632-4520-86df-8a45c13dc6b1.png,1,1,1,1
416,624d88d1-a1d6-428e-9e22-ebf69d95313b.png,1,1,1,1
417,624daeae-7d53-4833-954d-0abe1dd7d69d.png,1,1,1,1
418,626d7188-1e56-450f-9cf5-decd21fa344a.png,1,1,1,0
419,629e2206-bc30-41c2-8228-895c4186b9d0.png,0,1,1,1
420,631b8bf2-7634-4f7e-aefd-6f008f7875ec.png,1,1,0,1
421,637936a6-d579-4bf0-8100-bfed7a187302.png,1,1,0,1
422,6399bd52-a474-4f11-b8dd-59f2373b4ab7.png,1,0,0,1
423,63ae5db5-4f4b-479c-bc50-955652f5da5c.png,1,1,1,1
424,63f67789-2464-43fc-a8dc-4b508c621fac.png,1,1,0,1
425,6440d188-6c5b-4b70-be32-81e4f5c025ce.png,1,1,0,1
426,64b0e385-84b5-428c-871b-e34e30719ff3.png,1,1,1,0
427,64b23337-456d-4037-a0f2-18b882382f08.png,1,0,1,0
428,650ff62f-ea78-4a25-9b8a-91452f7ef03a.png,1,1,0,1
429,653a7d6b-d427-41c2-9f83-633e703b17ed.png,0,1,0,1
430,6602d512-4352-4f2c-85c7-57fa0cc32abd.png,1,1,1,1
431,66a2bd26-7815-47ef-afad-901343cbe928.png,0,1,1,1
432,66aeed79-4d48-417e-ae9a-ae043e8cb868.png,1,1,1,0
433,66b847c4-595a-4276-9254-a9ccad17291e.png,1,1,0,1
434,66d0aceb-9aa7-4452-ab74-650b63da796f.png,0,1,1,1
435,67cba76e-5a2d-460f-8e3d-421b0bec3edf.png,0,1,1,1
436,67df421b-b30e-4f58-b4e5-4c000e4220b9.png,0,1,1,1
437,67ef4b91-7b43-4fa0-8860-f9f741784be1.png,0,1,1,0
438,683a7bfe-674c-4e70-bd1c-e27c6e0d616d.png,1,1,1,1
439,68465bc9-3e78-4aaf-a099-1ffda66da4bc(1).png,1,1,0,1
440,68465bc9-3e78-4aaf-a099-1ffda66da4bc.png,1,1,0,1
441,684b15a9-7e50-4561-83bc-a98d700fcd56.png,0,1,1,1
442,687e714c-d32b-4c6b-9e26-d9dea275bccd.png,1,1,1,1
443,69d7ecc1-12a7-41b3-abe4-dc7a36bebd5d.png,1,1,1,1
444,6a504889-0077-41fc-b757-42ce7cfda7ca.png,1,1,0,1
445,6a5d2233-374a-4ebd-82de-0087c24b6929.png,1,1,1,1
446,6a6e5ef3-27cc-484e-9265-98a9a851f877.png,1,1,0,1
447,6add64b6-0f2d-4bc3-a3b3-3be010d41c7c.png,1,1,1,1
448,6af72b4f-4620-472a-a9c8-bc8520bfdfc4.png,1,1,1,1
449,6b5cccd0-3f16-4cfb-b634-ef8b39eee2dd.png,1,1,1,1
450,6b6a2b9b-9a7e-42ba-b91e-5cedfb4ac59f.png,1,0,1,1
451,6bb47577-f855-4efa-ae31-5de85c92c6de.png,1,1,1,1
452,6bc94040-4db9-40fe-854b-dd4a7530b4ae.png,0,1,1,1
453,6bca14c6-21ac-46f9-b7d6-a3ce291c85c8.png,1,1,0,1
454,6bd663ed-c9e2-492e-94b2-13bb94298a2a.png,1,1,1,1
455,6c17c013-df9c-4e02-b4dc-fb1fd76f28ec.png,1,1,1,1
456,6c57c41c-4e70-4029-a579-567cb8699668.png,1,1,1,1
457,6c5fe086-1a99-4a89-953c-9cee4f9fdba0.png,1,1,1,0
458,6c877370-19a5-4e86-9ebf-e425c5b2655c.png,1,1,1,1
459,6d22acf3-ea25-48cf-af28-9d2c3c972cc3.png,1,1,1,1
460,6e588c8b-d2cd-4cde-84db-6aa902cf3ffd.png,1,1,1,1
461,6e6e5704-188a-4886-8cbd-c33d876b0193.png,1,1,1,0
462,6e7738ad-cd64-4e61-a174-faa89c918d1e.png,0,1,1,1
463,6f2bfc7d-9a7d-4e1a-b5b8-54728753471e.png,1,1,1,1
464,6f2fce53-56c0-459b-b32d-876e2f3abe3a.png,1,0,1,1
465,6f344693-8678-4742-ac5a-ba0cf02688ee.png,0,1,1,0
466,708c58eb-dd00-4a2c-a0d0-f9c835d10e24.png,1,1,0,1
467,7104772d-a651-41ce-89f2-1c89abe4aa08.png,1,1,1,1
468,71918ae4-6e1d-4fa4-8b15-e2428b9b7c52.png,1,1,1,0
469,71950b24-8229-4bd9-84db-5db6cb1101bf.png,0,0,1,0
470,71b459ef-29f4-4fc6-b26e-d79149517541.png,1,1,0,1
471,720a72ec-1a63-441d-9239-818848810289.png,1,1,1,1
472,7217ab0a-a13f-40c0-a7aa-d7b07c34d54d.png,1,1,1,1
473,723957ae-56e1-414a-871b-9e03ab18cb8c.png,1,1,1,1
474,733906bc-a795-4ab8-aabf-47c647280552.png,1,1,0,1
475,73626549-6821-40a1-bf2b-3e741d6f1ea9.png,1,1,1,1
476,737a507a-f133-4f9a-9545-801de3f7622a.png,1,1,0,0
477,73fd3c3a-f80a-4d30-9521-72cc8d0e1c76.png,0,1,1,0
478,7407036f-f145-4db8-a59d-7b844787e2cf.png,1,0,1,1
479,74265a26-c6d3-4357-be8d-3eaf5488d410.png,0,1,1,1
480,7440e9d9-b4ee-42da-8019-c1e3c72d0be2.png,1,1,1,1
481,74684dd8-3c56-4fa6-a42b-be41b14c76cb.png,1,1,0,1
482,748ae0ab-0def-4a5c-a256-7b5bf78be5e5.png,1,1,1,1
483,748b7b52-161b-4de4-abe2-61c2ed7dcf37.png,1,1,1,1
484,750af9e1-fffc-4267-bd3c-70c90eb2df46.png,1,0,1,1
485,750c9a53-98a2-47a2-b282-7ea1d83c9722.png,1,1,1,1
486,7526b496-a7e5-44c9-bfbb-51d62ec7112f.png,1,1,1,1
487,75d86fb7-6733-4abd-a9db-ef02a3c64ba2.png,0,1,1,1
488,760e3945-e0c9-4c9a-b78a-a68fbbee05cd.png,0,1,1,1
489,760f22a4-aa30-498a-ad3e-e42e15b8e61d.png,1,1,1,0
490,7618b489-51b0-4f11-9b79-5af9c521e9ec.png,1,1,1,1
491,768c2e25-1be0-4e28-8709-8a01f26eccbf.png,1,1,1,1
492,775146b0-46d9-4e1c-967b-d032d7766b9b.png,1,1,1,1
493,78380009-10cc-4133-8c6f-8f92e50419fe.png,1,1,0,0
494,788825bb-7047-4588-8d14-87d4a35de5e5.png,1,1,1,0
495,78ed143f-9125-48f1-9860-8165f37680b0.png,1,1,1,1
496,78f59b28-b097-4a9f-8639-b79112c95809.png,1,1,1,1
497,78f668dc-6018-4479-a9a6-28bcac9c6785.png,1,0,0,1
498,7919faec-bac0-4f70-8e5d-4d13da9431a4.png,1,1,1,1
499,791f1345-1fb5-4f2f-9861-5dcc89bad6c5.png,1,1,1,1
500,799bf8e1-b089-44eb-aed1-73dd936cde38.png,0,1,1,1
501,79c3f99b-1f8e-4237-aa23-75f0eb85c15f.png,1,1,1,1
502,7a0014c3-ffdf-4875-86ae-b670665c8ca2.png,1,1,1,1
503,7a30e064-53bd-497f-af7c-24f6f5ff4288.png,1,1,1,1
504,7b68254c-11ad-472e-8634-6e8c9a96a66f.png,0,1,1,0
505,7bd76682-2355-4a4e-bb2a-a2b63beae405.png,1,1,1,0
506,7c041004-c8aa-4db8-87ae-f925f11f105e.png,0,1,1,0
507,7c2ab33b-8a4d-4036-baa4-d31b50af08a1.png,1,1,1,0
508,7c81bdf8-4c3b-4342-953d-a71599708978.png,1,1,1,1
509,7c85c3df-9a5a-4103-a6be-416134e31627.png,1,1,1,1
510,7c93094b-ae5e-40c3-9fcb-fe18dd292b0f.png,1,0,1,1
511,7cf635e4-1f9e-47e9-a05d-31cfd26f8e99.png,1,0,1,0
512,7d134bf8-7015-4c21-88ae-86f63a7d5f35.png,0,1,1,0
513,7d63c6d4-8ed8-4a65-a414-057285656d71.png,1,1,1,1
514,7e5d7f1d-3f91-4e16-99b1-1c06b5d79569.png,1,1,1,1
515,7edc2228-6035-4db8-8681-06144ef0bf48.png,1,1,1,0
516,7efa63d6-9bbd-4eb9-a2e1-dee844df6375.png,1,1,1,1
517,7fd7c561-7522-46aa-b95b-9b66353eb63c.png,1,1,1,1
518,7fef34e5-b26f-467f-815b-3fae8f5f8623.png,1,1,1,0
519,8088a9b8-4c55-42a6-b6d3-092006d3e240.png,1,1,1,1
520,80e7f0bb-d85d-4397-8090-98b5621176e6.png,1,1,1,1
521,8129479f-4e83-4564-8a34-51103ad46cbb.png,1,0,1,1
522,8230bf8a-08ae-4062-8f5b-3559930d721a.png,1,1,0,1
523,82adc9a3-3c8f-4199-856b-68f34b9e6766.png,1,1,1,1
524,82b12e29-e876-4085-9724-a8275a476fea.png,1,1,0,0
525,82d58ef9-24b9-492e-acb5-f72ed1b5157c.png,1,1,1,1
526,82efc636-8576-45c4-a640-59d24c355d53.png,1,1,1,1
527,839da339-fa13-486b-8b10-12e6bb70b715.png,1,1,0,1
528,844475c7-8fef-4348-bbeb-41f956e076d1.png,1,0,1,1
529,84608570-4e21-4c61-ae47-0a77b2eac09a.png,1,1,0,1
530,84a16382-8009-4815-bb01-ac6f7f12d93e.png,1,1,1,1
531,859a8292-e26e-4fea-aa27-d26cd7775e1b.png,0,1,1,1
532,85ad7956-fa77-4bcb-842d-791a34fe9fd4.png,1,1,1,1
533,85b0d4ef-fbb1-4f4b-993a-857a1b7caf84.png,1,1,1,1
534,85b4740e-c682-4401-b6a4-017d8d490725.png,1,1,1,1
535,8609d8f9-9a12-4010-b8a3-51d3252dbeee.png,0,1,1,1
536,86101980-30d9-4770-9768-a6300cd332e6.png,1,1,1,1
537,862adadb-a42a-4ada-9efd-db09a9990819.png,1,1,1,1
538,864990a9-c709-41ed-a3f2-c4410d8bee63.png,1,0,1,1
539,8650cd51-11de-4eaa-9453-a7e23e2e1937.png,1,1,0,1
540,86e005f6-0798-49b3-b0f9-3907be4142f9.png,0,1,1,1
541,86f4411a-4f4e-4530-aa59-744442dd5a87.png,1,1,1,1
542,86f8eb6d-c784-41c6-b13e-635326b0ba83.png,0,1,1,0
543,8725d97d-30ed-4ca5-9f34-ff1d5952f352.png,1,1,1,1
544,873b3e9b-4406-40d5-abf7-9dc2abff4155.png,1,0,1,1
545,87928a35-6be0-49a2-8541-2756f63551a9.png,0,1,0,1
546,87f523af-900f-4d38-8127-fc30129c6dfe.png,0,0,1,1
547,88436a64-568d-4152-9a7d-e603c736b991.png,1,1,1,1
548,8857a556-e9d6-4fda-86b7-3751938245a8.png,1,1,1,1
549,88705c19-d97b-4ba2-beb5-255639fe9f93.png,0,1,1,1
550,888d2e1e-e5ea-40ae-afe9-243c45ed9544.png,1,1,0,1
551,88c57bea-713b-4a56-825f-7d9b807d3834.png,1,1,1,1
552,88e6295f-1b3d-4ece-aa15-dbb692fca699.png,0,1,1,1
553,89033b5b-683c-4a81-9ffd-3c9b9b5fa770.png,0,1,1,1
554,891f1315-3fbf-4322-8d92-d3f5b11256c9.png,0,1,1,1
555,894b5e2e-bc34-418b-a6db-42bc8ad76326.png,1,0,1,1
556,89884c47-a53e-44e7-9fe1-1bef82b6ba7b.png,0,1,1,0
557,89b00ac0-d630-4f8b-90c4-b51a1df14d77.png,1,1,1,1
558,89bb1978-5df5-440c-ac23-334ccfa753c6.png,1,1,1,1
559,8a17d8fb-1745-4b27-86f5-d110f552f92c.png,1,1,1,1
560,8a29169a-8c51-4712-98f6-1b6c31f60ee2.png,1,1,1,1
561,8aca0cde-8882-4c11-8057-b34390ac69da.png,1,1,1,0
562,8ae788a4-2893-4725-8af7-b3c81638a363.png,1,1,1,1
563,8b08f21a-3389-4c65-9457-54c4fd40c15d.png,1,1,1,1
564,8b3a7f9d-be89-46c5-8171-53aa7c886687.png,1,1,1,1
565,8b718c52-607d-4891-87dc-2ace3305017d.png,1,0,1,1
566,8b81a56e-6803-4280-8f04-286be83f1101.png,1,0,1,1
567,8babf263-2baa-4920-ba4a-911e836b3a7c.png,1,0,1,1
568,8c125f53-4dca-4cb6-a33d-5cc33a1b5620.png,1,1,1,1
569,8c1cb9e1-afd3-4efd-bf2a-8b3467c6866c.png,1,1,1,1
570,8cf2b7d6-0a68-4028-aa60-ab2712e09c23.png,1,1,1,1
571,8d5db191-8d3c-4f46-ac74-c6aeabd2d49b.png,1,0,1,1
572,8da1128b-0ee3-42a6-98cb-cf60e5288e29.png,1,1,0,1
573,8da91d79-d541-4276-b0d6-eda3f8c3ec9e.png,1,1,1,1
574,8db82a39-0f3a-4902-827e-53e284e40975.png,1,1,1,1
575,8dc53533-81b4-4e4b-a3ae-fa030b02498f.png,1,1,1,1
576,8e034d1c-14c8-40bb-84ab-6b0096ab5bed.png,1,1,1,1
577,8e06eaa5-3272-45f1-9822-1db0f70c0e0f.png,1,1,1,1
578,8e907f78-7dd4-4caa-9530-bd6891f243e2.png,1,1,1,1
579,8ee1ce30-7874-4371-9a25-60c0185c30be.png,1,1,1,1
580,8fa881bc-7565-4d51-a396-ebbe06b85891.png,1,1,1,1
581,8fafced2-5825-41bf-9b22-a93b6b840d6b.png,1,1,0,1
582,8fcd78fc-d40e-4e85-9164-2e8c047415a4.png,1,1,1,1
583,90010eb2-263c-44c4-9258-f6e433e1ae7b.png,1,0,0,1
584,90034a3d-863b-4ac7-8b26-ae66dcce43df.png,0,1,1,1
585,900d1cc0-b916-465b-99e5-fa46a6fd8917.png,1,1,1,1
586,90264167-bc80-496d-924d-96dcbf8aecfd.png,1,1,1,1
587,905d3db1-e95e-4287-97d5-3f8c70056d3a.png,1,0,1,1
588,90903785-de55-4c90-a4a6-f2788a60fc01.png,1,1,1,1
589,90984318-f11d-4f52-956e-d3212df6c0e1.png,0,1,0,1
590,90da00d6-6cde-4b9d-bbba-7c4e7e7cb17f.png,1,1,1,1
591,91261072-2424-4a5c-9d72-4f5f70b78042.png,1,1,1,0
592,914b20e8-dc5e-49ea-bcef-1d7d44aba887.png,1,1,1,0
593,9172dbfc-69d9-4641-bd80-f3e86980cb9b.png,1,1,1,1
594,922f22d3-d451-44aa-b126-f3c31f48ffcd.png,1,1,1,1
595,924fb7b0-e12b-491c-872f-05b5fbc2f12f.png,1,1,1,1
596,92794d88-f154-4ab6-9c57-2baba5c96d8e.png,0,1,1,1
597,92aaa85e-418c-4a20-8dc4-2c89db1eeb84.png,1,1,1,1
598,92d4e8e9-05ef-46d0-a172-0c4506057f7e.png,1,1,0,1
599,92dd89ca-b088-4681-9d5b-d59a70b52cb6.png,1,1,1,1
600,9323bcfb-71bc-45b2-acb2-1bf1e1fba76a.png,1,1,1,1
601,93a17be6-7626-4c7d-a20b-5bb0b3c3aaa1.png,1,0,1,1
602,93da9685-b4dc-4a87-80b5-12fd2605bfb6.png,0,1,1,0
603,93e27ad8-8a42-4362-b497-5a4583efc2db.png,0,1,0,1
604,943784e3-6eeb-436c-bdad-2d51e56d90d1.png,1,1,1,0
605,94491990-aa6f-4276-bcaf-55738ca42d7a.png,1,1,1,1
606,9468ae10-c4a8-46fe-abe3-7dd18b83039b.png,1,1,1,1
607,948078cd-041d-41ee-a7c7-b5ba7fee5025.png,1,1,1,1
608,948feda2-1dfd-4622-ad05-8fb6318ce528.png,0,1,1,1
609,94c0186e-6bbe-4485-a2ec-06b7ed1798e4.png,1,1,0,1
610,95ea2402-a0fd-4cc2-b69a-45d311e7ee0f.png,1,0,1,1
611,96282c40-d0eb-4438-bc2c-643235791a28.png,1,1,0,1
612,965cdccc-fbd5-4c0d-b7ec-0130b1fbc5a2.png,1,0,1,1
613,966b3812-b48f-498d-945f-61e22f5ac435.png,0,1,1,1
614,967c842a-d646-431a-b5b5-b92ed66ce091.png,1,0,1,1
615,971e3311-5bac-4aa1-8d7d-4067d39fab28.png,1,0,1,0
616,97445d94-33cb-43f5-a8e2-204d36e2d2d7(1).png,1,1,1,1
617,97445d94-33cb-43f5-a8e2-204d36e2d2d7.png,1,1,1,1
618,976cc38e-0d9f-435f-8ae8-3701276dedce.png,1,1,1,1
619,97d50b2f-8b0a-4a53-8eaf-31f2d376ba12.png,1,1,1,1
620,98881fd4-0291-4a74-af35-7c91dd31113d.png,1,1,0,0
621,98c9c3dd-b248-4ab3-8854-f4f754171ebd.png,1,1,1,1
622,98f14230-75a6-4a63-9c8f-cfbe81de2b18.png,1,1,1,0
623,9938916a-fd5b-4331-9fc0-2a9d7586c26a.png,1,1,1,1
624,996aff31-5ec8-4dd2-b67d-447a2ae3b458.png,1,1,1,0
625,99b48a36-0c89-4a59-a5e8-9cff255ef7d4.png,1,1,1,1
626,9a5cbff8-7209-45b5-91d7-3826f39a0677.png,1,0,1,1
627,9a7a5a68-c4c4-42b9-bf1d-024c32d8c699.png,1,1,1,1
628,9b16db33-64c7-43d7-ae4b-acf730b4552a.png,1,1,1,1
629,9b1e28ef-e503-4158-b5a3-dbb43d4242c9.png,1,1,1,1
630,9b2f22d1-7156-4dca-a453-b68a73d1df15.png,0,1,0,1
631,9b47766e-92df-4f26-8a06-6dd2dbc404cb.png,1,1,1,1
632,9b4cf743-2814-430d-88d9-37977dd8a94b.png,1,1,1,1
633,9b6262f1-55b0-4f75-b1c8-8546c416702e.png,1,1,1,1
634,9b9dc7fa-db65-4d8e-90fd-29125d0c9f93.png,1,1,1,1
635,9bb7d626-9f22-4c74-b3b3-d03d3e371944.png,1,1,0,1
636,9bb932ef-d97e-470f-8deb-214f4bc1b5d5.png,1,1,1,1
637,9c236572-4289-4208-a2a7-3afc8cc99819.png,1,1,1,1
638,9c6f8028-2a34-42cd-908e-3284fb129422.png,1,1,1,1
639,9d0d8378-91ae-44ef-a054-d954f84bae06.png,1,1,1,1
640,9d1295cc-4e94-42c6-a3d9-387128298471.png,0,1,1,0
641,9d312e9c-e59c-4e33-a857-679704a2b8ea.png,0,1,1,1
642,9edcb3c7-d0c7-4de5-8947-b673cfa1fa3e.png,1,0,1,1
643,9efaad72-2119-4755-92e8-99abeb35d72c.png,1,1,1,1
644,9f8065c1-2919-4e16-bb1c-a1bb02d49992.png,1,1,1,1
645,9fd42de1-26b6-4065-97b6-6b31bb8feb27.png,1,1,1,1
646,a00aa45d-73fb-4706-9ae5-3b2be245c615.png,1,1,1,1
647,a062b40b-65f2-423c-aea0-78769d6bb300.png,0,1,1,1
648,a0d186c4-63d2-4576-823b-5fd3a9a8c410.png,1,1,1,1
649,a0e825a1-ef4b-43ca-8a19-c573c53f906e.png,1,1,1,1
650,a0f6c86c-fb20-4cf1-beae-4acf7e80ab8b.png,1,1,1,0
651,a1561383-bf79-4fe6-9e53-1b06e99413a1(1).png,1,1,1,0
652,a1561383-bf79-4fe6-9e53-1b06e99413a1.png,1,1,1,0
653,a1b4eace-404f-410f-9c7a-24a608fd49c4.png,1,1,1,1
654,a1b52c29-73a4-404a-bf26-c3d579c8950b.png,1,1,1,1
655,a1c0fd2d-f667-4ad2-a2aa-41afd490f522.png,1,0,1,1
656,a1c6673d-914e-48b3-a61e-a7f2266c42a4.png,1,1,1,1
657,a2296c0b-c8c4-494a-bf2c-4d7ec3eef6b2.png,1,1,1,1
658,a31a1f80-4c93-4d59-b6ce-8f788e792f30.png,1,1,1,1
659,a34864aa-cb7b-402b-908f-ef84086a50b4.png,1,1,1,1
660,a3a3a746-1d5c-44e3-8ea9-0de3beb1fe98.png,1,0,1,1
661,a4603c56-249d-4d4a-adcf-5278cccb510d.png,1,1,1,0
662,a4a96186-db45-4576-9174-96e4fac8ba27.png,1,1,1,1
663,a62aae50-c684-4b2f-982e-2785e307421c.png,1,1,0,1
664,a65da711-82fc-4976-a3c5-e7d00b07792a.png,1,1,1,0
665,a6e9318c-675a-43a3-ae7a-957f9cb03c29.png,1,1,1,1
666,a6eef4b2-f716-4e52-8bc7-24aa44def16c.png,1,1,1,1
667,a703c907-f6ae-4e8e-89e1-8a4216337f0e.png,1,1,1,1
668,a7551021-a711-4cb5-b101-69170d677fe5.png,1,0,1,1
669,a791b967-8aaa-42da-8b42-a0b4eaf807d4.png,1,1,0,1
670,a7a74b3d-c232-4ad5-aa84-97eb7b07d2fb.png,1,1,1,1
671,a7b10ea9-5992-491d-8417-5e62c8e07084.png,0,1,1,1
672,a8319017-ecb7-456d-83c6-2c57bdddf52f.png,1,1,1,1
673,a83a9ce9-95cc-45f4-88de-cdf49653fa9a.png,1,1,1,1
674,a91aa849-1fbf-47e4-8a41-7da135f9367a.png,1,1,0,1
675,a968e177-cd4d-4245-8cb9-d9a9b758dac6.png,1,0,0,1
676,aa9d0714-a32a-4199-ab72-70759078be5b.png,1,1,1,1
677,aaa7a4b3-549f-49f1-875d-c34337d609ee.png,0,1,1,1
678,aad96eb2-bd5a-4c2c-ba87-c6271ae7ca0c.png,1,1,1,1
679,aafd0b0f-2d3e-4940-be3e-a365b4014fb5.png,1,1,1,0
680,ac1d5f2b-e52f-4ca1-b5c7-8341b061163f.png,1,0,1,1
681,ac33467d-3918-438c-9340-6faf45898ca3.png,1,1,1,1
682,ac49a31b-8308-41c5-bd59-3c31d9fe4cc0.png,0,1,1,1
683,ac6a1151-ac92-4881-8e8d-e1b0f36f66ad.png,1,1,1,1
684,ac6c84e0-2c7d-491e-9655-dff9554d6de0.png,1,1,1,1
685,ac8a6664-e2ac-44a6-a69e-c439ec4a2def.png,1,1,1,0
686,aca9f09c-3de1-465e-b705-3a08e33cae95.png,1,1,1,1
687,acced5a5-9bbc-4a3f-84dd-b6b259a59e4e.png,1,1,0,1
688,ad0ed819-5e30-42b5-903a-aa6f9b67201a.png,0,1,1,1
689,ad7b66e9-35bd-4af7-84ee-bde06c4ec859.png,0,1,1,1
690,ad8de83c-4569-4d55-bb44-88197e8cc150.png,0,1,1,1
691,ada857de-c646-4e71-ba35-eb69cd4ae1c2.png,1,1,1,1
692,adbfd6d3-cfff-4a9d-b9bd-a81655d5bbdc.png,1,1,1,1
693,addb27e9-c5fd-4fc2-b52d-ef19d5caa442.png,1,1,1,0
694,ae5dfa96-1e07-42d5-8bb5-fc66ae5c4300.png,0,1,1,1
695,aebf39d2-9ca5-4ff7-8625-0975aaa0049e.png,1,1,1,1
696,aed762d3-a76b-4ed6-975c-3f8143e14561.png,1,1,1,1
697,aed87c3a-b881-46d8-a7f1-c12bd367740c.png,1,1,1,0
698,aef01cdc-8259-420e-92bb-90ccdf23edc8.png,0,0,1,0
699,af803610-078b-41e6-8098-866c1fc0f5b7.png,1,1,1,1
700,b01a5ded-c449-4870-9c54-93d5a7c20420.png,1,1,1,1
701,b051863a-5917-401a-9808-fb55d76c574c.png,1,1,0,1
702,b32ed8ff-63e2-4cef-859a-76e07e2bb30a.png,1,0,1,1
703,b35798bb-4d6c-4cdd-a63c-c6be1b23c736.png,1,1,0,1
704,b38b8b83-0f19-44c8-98c3-c44b7599090f.png,1,1,1,1
705,b3c0aaa1-024c-4d19-99c8-daef620f1c5c.png,1,1,0,0
706,b4218e5b-564a-4c3b-8cf1-1329fbcc8f28.png,1,1,0,1
707,b421f533-a834-47b1-b7de-ec90b3356776.png,1,1,1,1
708,b423a2c9-20df-4cdf-bb29-9bac72322129.png,1,1,1,1
709,b45f3682-8719-4fad-b102-ec5b995b40ce.png,0,1,0,0
710,b48cde6e-293d-43dd-9c2c-bb4a6eeede50.png,0,1,0,1
